file	reason	source
03_Lab_Streaming_Layer_synchronized_multimodal_recording_2025.pdf	MIT/PMC PDF direct download blocked by 403/proof-of-work page; kept as reference link in README instead	https://doi.org/10.1162/IMAG.a.136
